Ticker,Report Date,Fiscal Year,Fiscal Period,Adj. Open,Adj. Close,PeriodReturn,Altman Z-Score,Piotroski F-Score,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Debt Ratio,Earnings Per Share (Diluted),Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Return On Invested Capital,Cash Return On Invested Capital,Dividend Payout Ratio,Net Debt / EBITDA,Net Debt / EBIT
FIS,2005-03-31,2005,Q1,35,13.34,0.1049,2.23,7,0.27458,0.1414,0.08827,0.07081,0.02583,1.4842,1.41094,0.27883,0.18113,2.05037,2.5559,0.26863,0.03799,0.04969,0.13478,2.96276,4.20987
FIS,2005-06-30,2005,Q2,38.36,14.74,0.0488,5.81,8,0.3601,0.16592,0.06854,0.12529,0.05225,1.53341,1.49678,0.2431,0.37911,5.54386,3.0328,0.58267,0.06666,0.10222,0,0.43207,0.70898
FIS,2005-09-30,2005,Q3,40.15,15.46,0.1119,2.72,4,0.28468,0.17629,0.08211,0.05512,0.0249,-0.20207,1.6751,0.2418,0.18164,2.21686,3.30242,-0.03678,0.03509,-0.00625,0.13416,1.25401,1.65125
FIS,2006-03-31,2006,Q1,40.32,17.19,-0.1257,1.34,4,0.30944,0.11633,0.04369,0.0132,0.00531,0.72652,1.37956,0.39533,0.22752,5.29997,17.46203,0.16821,0.00735,0.00429,0.24432,13.22975,25.44781
FIS,2006-06-30,2006,Q2,36.19,15.03,0.183,1.49,3,0.29574,0.1494,0.06461,0.02191,0.00899,0.69601,1.46713,0.39213,0.33796,5.31643,15.58682,0.23908,0.01135,0.0069,0.14448,10.39967,17.91795
FIS,2007-12-31,2007,Q4,41.8,17.78,-0.0821,1.41,5,0.2998,0.17281,0.08158,0.02856,0.01107,1.00039,1.4587,0.43651,0.55089,6.83105,19.43982,0.55747,0.01323,0.01214,0.09001,10.62096,17.07247
FIS,2008-03-31,2008,Q1,37.47,16.32,-0.0306,1.13,3,0.21872,0.06166,0.08491,0.01831,0.00717,1.11516,1.4378,0.42506,0.35871,4.26797,19.7378,0.40412,0.00909,0.00891,0.13759,21.97006,75.22172
FIS,2008-06-30,2008,Q2,37.16,15.82,-0.0879,1.34,5,0.28065,0.13044,0.05378,0.01877,0.00735,0.11808,1.42181,0.4369,0.36976,6.94308,19.50533,0.04409,0.0092,0.00096,0.13254,13.79109,23.31376
FIS,2008-09-30,2008,Q3,18.62,14.43,-0.1164,1.67,6,0.25136,0.13552,0.04932,0.01188,0.00577,2.46943,1.67247,0.35083,0.22729,4.6639,19.00534,0.56804,0.00766,0.01555,0.2156,10.96589,20.11939
FIS,2008-12-31,2008,Q4,15.93,12.75,0.1224,1.68,5,0.21955,0.10891,0.03455,0.00779,0.00384,5.07325,1.42829,0.33525,0.15063,4.39222,18.61534,0.76989,0.00564,0.02152,0.32925,10.80894,25.26483
FIS,2009-03-31,2009,Q1,18,14.31,0.0992,1.67,6,0.22126,0.10049,0.04156,0.00886,0.00445,3.56993,1.41505,0.33176,0.17223,4.17947,18.73842,0.62004,0.00638,0.01768,0.28788,12.50681,26.92568
FIS,2009-06-30,2009,Q2,20.04,15.73,0.281,1.84,6,0.27996,0.13676,0.07139,0.01523,0.00796,1.98624,1.24152,0.30809,0.30721,4.35733,19.53179,0.6179,0.01037,0.01773,0.16216,9.862,17.87161
FIS,2009-09-30,2009,Q3,25.17,20.15,-0.0794,1.99,7,0.30259,0.16158,0.08157,0.01677,0.0091,1.84378,1.19348,0.2885,0.34738,4.33647,20.16797,0.65222,0.01202,0.01894,0.17012,8.29776,14.14152
FIS,2009-12-31,2009,Q4,23.67,18.55,0.0022,2.13,5,0.28348,0.07194,-0.04201,-0.00633,-0.00385,-2.63813,1.3494,0.23242,-0.14233,3.42865,22.20444,0.38,-0.00272,0.0111,-0.35379,24.12471,30.01814
FIS,2010-03-31,2010,Q1,23.33,18.59,0.1463,2.42,7,0.27903,0.15174,0.07579,0.01094,0.00677,2.28389,1.26575,0.22065,0.24638,3.30833,22.3753,0.57266,0.00895,0.01692,0.20833,7.48261,13.58369
FIS,2010-06-30,2010,Q2,27.01,21.31,0.0136,2.51,7,0.29725,0.14485,0.07073,0.01036,0.00653,1.08829,1.33493,0.21508,0.23375,3.37583,22.51288,0.25986,0.00869,0.00775,0.22024,7.61691,13.12588
FIS,2010-09-30,2010,Q3,27.42,21.6,0.0111,1.64,6,0.3437,0.2421,0.08075,0.01719,0.00814,2.23979,1.24979,0.37595,0.32547,4.11559,18.84618,0.74435,0.01012,0.01982,0.14312,9.5914,14.07414
FIS,2010-12-31,2010,Q4,27.6,21.84,0.1955,1.51,6,0.31405,0.185,0.08692,0.01686,0.0078,1.79568,1.28653,0.36625,0.36346,4.26408,21.45845,0.66556,0.00949,0.01527,0.11573,12.19395,20.46657
FIS,2011-03-31,2011,Q1,32.73,26.11,-0.0567,1.56,5,0.28003,0.15462,0.06708,0.01379,0.00657,2.02933,1.04738,0.35512,0.30062,4.58839,21.79005,0.62462,0.00837,0.01448,0.17247,12.47729,21.4838
FIS,2011-06-30,2011,Q2,30.67,24.63,-0.2083,1.65,6,0.29994,0.18015,0.08738,0.01791,0.00872,1.57916,1.05577,0.3449,0.39723,4.65514,22.15514,0.64238,0.01078,0.01507,0.13019,10.76025,17.33642
FIS,2011-09-30,2011,Q3,24.42,19.5,0.4687,1.67,6,0.30961,0.19539,0.09748,0.02019,0.00982,1.42193,1.05825,0.35044,0.44426,4.64673,21.93087,0.6441,0.01194,0.0152,0.11665,10.20677,16.24415
FIS,2012-12-31,2012,Q4,34.2,28.64,0.3551,1.79,8,0.3168,0.19028,0.09185,0.02012,0.01009,1.89843,1.46738,0.32366,0.45811,5.08995,22.7117,0.88753,0.01589,0.02114,0.42721,8.73509,13.65784
FIS,2013-09-30,2013,Q3,46.26,38.81,0.161,1.64,8,0.3366,0.2118,0.11487,0.02532,0.01189,1.33108,1.57669,0.33271,0.58765,5.18672,22.98582,0.79303,0.01961,0.01905,0.37028,8.53833,12.62071
FIS,2013-12-31,2013,Q4,53.36,45.06,0.0002,1.65,7,0.32835,0.14028,0.0457,0.01067,0.00515,3.99201,1.40605,0.3201,0.24472,5.4496,22.79356,0.9942,0.01149,0.02415,0.89847,10.37603,17.76665
FIS,2014-03-31,2014,Q1,53.19,45.07,0.0286,1.63,7,0.31303,0.18819,0.10162,0.02305,0.01083,0.85858,1.57727,0.33485,0.52929,5.27882,22.68785,0.46059,0.01885,0.01116,0.44984,9.21108,14.12408
FIS,2014-06-30,2014,Q2,54.73,46.36,0.0328,1.63,7,0.3168,0.19367,0.11181,0.02669,0.01238,0.89319,1.66631,0.34094,0.61826,5.60105,22.84448,0.55938,0.02058,0.0133,0.38255,8.85843,13.33484
FIS,2014-09-30,2014,Q3,56.46,47.88,0.1092,1.64,6,0.33065,0.20164,0.09375,0.02283,0.01062,0.81179,1.74383,0.35091,0.52439,5.67043,22.79936,0.43156,0.01794,0.01004,0.4505,9.07281,13.47328
FIS,2014-12-31,2014,Q4,63.41,53.11,0.0987,1.62,8,0.33922,0.2082,0.11562,0.02917,0.01344,1.94148,1.54675,0.349,0.68085,5.97417,23.20134,1.34104,0.0214,0.03066,0.35535,9.79539,13.01536
FIS,2015-03-31,2015,Q1,68.05,58.35,-0.0883,1.46,4,0.3119,0.13826,0.07138,0.01712,0.00766,1.1692,1.47465,0.35837,0.38676,5.4947,22.4788,0.45859,0.01522,0.01069,0.66426,12.79185,21.89488
FIS,2015-06-30,2015,Q2,62.9,53.2,0.0895,1.59,5,0.32577,0.18084,0.15123,0.03675,0.01678,0.39084,1.48012,0.35259,0.84507,5.64769,22.91993,0.33381,0.02588,0.00776,0.3036,10.40023,16.01707
FIS,2015-09-30,2015,Q3,67.3,57.96,-0.0927,1.65,7,0.35275,0.21406,0.11083,0.0265,0.01233,0.95719,1.55555,0.35033,0.6162,5.63929,23.31679,0.59824,0.02055,0.01388,0.41714,9.16781,13.39911
FIS,2015-12-31,2015,Q4,60.77,52.59,0.0491,1,4,0.3424,0.13813,0.05653,0.01127,0.00405,3.1182,1.48435,0.43679,0.35357,6.33446,31.48986,1.11665,0.0082,0.01418,0.80259,23.19397,41.55212
FIS,2016-03-31,2016,Q1,63.03,55.17,0.1678,1.02,3,0.28794,0.08436,0.02522,0.0058,0.00208,4.36863,1.09241,0.42743,0.1682,6.73148,28.99074,0.74159,0.00601,0.01031,1.54545,22.21174,57.58152
FIS,2016-06-30,2016,Q2,72.51,64.43,0.049,1.09,4,0.30586,0.12278,0.05249,0.01259,0.00459,2.36925,1.05206,0.42151,0.36778,7.09231,29.22154,0.88209,0.00895,0.0124,0.71074,18.04181,36.59364
FIS,2016-09-30,2016,Q3,76.93,67.59,0.0408,1.18,4,0.33867,0.17237,0.08012,0.01896,0.00708,1.99216,1.19952,0.41276,0.56061,7.08282,29.63497,1.13052,0.01179,0.01615,0.45405,14.61739,25.34171
FIS,2017-03-31,2017,Q1,80.1,70.35,0.0762,1.22,6,0.30587,0.11453,0.06006,0.01291,0.00514,2.3181,1.08636,0.3789,0.38739,6.54878,30.11585,0.91169,0.0104,0.01388,0.73643,15.22491,35.77236
FIS,2017-06-30,2017,Q2,85,75.71,0.223,1.29,6,0.32684,0.16386,0.05845,0.01319,0.00529,-0.51415,1.48846,0.38895,0.39517,6.84242,29.97273,-0.20564,0.01045,-0.0031,0.73492,12.55415,24.12432
FIS,2018-12-31,2018,Q4,101.13,92.59,0.306,1.32,6,0.36456,0.21643,0.13752,0.02915,0.01254,1.83335,1.19456,0.378,0.90303,6.66769,31.43077,1.68104,0.02016,0.02733,0.35235,17.63145,17.65885
FIS,2019-09-30,2019,Q3,130.97,120.92,0.0504,1.92,5,0.34869,0.08044,0.05457,0.00313,0.00184,4.29333,0.85543,0.2412,0.29389,5.46899,95.33915,1.28134,0.00518,0.00928,1.3961,19.29316,83.20705
FIS,2019-12-31,2019,Q4,138.34,127.01,-0.1228,1.82,4,0.40545,0.0368,-0.04728,-0.00319,-0.00189,-2.43622,0.83722,0.24094,-0.25199,5.41653,80.12966,0.62386,0.00075,0.00504,-1.36076,154.77857,154.79675
FIS,2020-03-31,2020,Q1,123.98,111.41,0.1052,2,5,0.32131,0.03509,0.00487,0.0003,0.00018,5.12899,1.05299,0.24707,0.024,4.99675,79.81656,0.12489,0.00319,0.00106,14.4,18.59491,175.96296
FIS,2020-06-30,2020,Q2,131.16,123.13,0.1005,1.97,4,0.30925,0.01553,0.00641,0.00039,0.00023,51.07,0.70975,0.24041,0.0304,4.79288,79.35761,1.57011,0.00331,0.01361,11.42105,19.42308,406.19565
FIS,2020-09-30,2020,Q3,148.75,135.5,-0.0368,1.97,4,0.34188,0.07226,0.00626,0.00041,0.00024,56.9829,0.77761,0.24267,0.0319,5.15645,79.08226,1.83816,0.00334,0.01606,10.85,15.81654,79.49351
FIS,2020-12-31,2020,Q4,139.51,130.52,-0.0034,1.85,5,0.36369,0.09138,0.03136,0.0021,0.00124,10.81264,0.80074,0.23872,0.16482,5.33119,79.26045,1.8079,0.00455,0.01589,2.09615,59.61158,59.59076
FIS,2021-03-31,2021,Q1,142.53,130.08,0.0102,1.95,5,0.34285,0.03072,-0.11573,-0.00767,-0.00453,-1.43898,0.81237,0.23615,-0.60064,5.19002,78.03543,0.86431,-0.00174,0.00723,-0.65416,17.49049,185.85859
FIS,2021-06-30,2021,Q2,142.13,131.41,-0.1384,2.01,7,0.38561,0.10446,0.09813,0.00702,0.00414,2.08919,0.82112,0.23596,0.54911,5.59581,77.92593,1.14721,0.00786,0.00961,0.70968,13.58021,49.90634
FIS,2021-09-30,2021,Q3,124.19,113.22,-0.0996,1.94,8,0.37896,0.09695,0.04505,0.00334,0.00193,9.90687,0.79282,0.24213,0.25525,5.72104,76.84339,2.55348,0.00585,0.02313,1.50633,13.16392,54.08824
FIS,2021-12-31,2021,Q4,109.68,101.94,-0.0752,1.77,8,0.38629,0.12371,0.07908,0.00612,0.00351,2.54138,0.74022,0.24542,0.47011,6.00267,77.23817,1.20643,0.00769,0.01077,0.81443,40.25981,40.29466
FIS,2022-03-31,2022,Q1,101.02,94.27,-0.0828,1.93,8,0.35796,0.06157,0.03436,0.00254,0.00148,4.03472,0.73637,0.23671,0.19544,5.73399,77.21839,0.79502,0.00606,0.0072,2.39167,14.39169,82.2
FIS,2022-06-30,2022,Q2,92.64,86.46,-0.1711,2.01,7,0.3993,0.10836,0.07448,0.00593,0.00348,2.46781,0.68946,0.23292,0.45336,6.11678,76.49013,1.12432,0.00858,0.0104,1.0361,12.23295,41.82878
FIS,2022-09-30,2022,Q3,76.32,71.67,-0.27,1.93,6,0.3648,0.16605,0.10311,0.00547,0.00318,2.20007,0.77485,0.24153,0.41021,3.99174,74.92231,0.90548,0.0082,0.00843,1.14056,12.74119,42.35411
FIS,2023-03-31,2023,Q1,52.68,52.32,0.0164,1.3,8,0.38341,0.09593,0.04051,0.00524,0.00232,2.4862,0.74457,0.32765,0.23946,5.92124,45.77196,0.59635,0.00957,0.00749,2.17606,14.73622,53.95016
FIS,2023-06-30,2023,Q2,53.85,53.18,,0.82,6,0.41591,0.14015,-1.76189,-0.32536,-0.12312,-0.12408,0.73738,0.36432,-11.13222,6.3277,34.23311,1.38253,-0.15708,0.02045,-0.04685,12.42254,33.4019
FMC,2002-12-31,2002,Q4,5.85,4.05,-0.4272,0.91,,0.28279,0.12073,0.02045,0.02313,0.00327,2.22013,1.36741,0.44741,0.06659,3.25552,2.87523,0.14779,0.00419,0.0093,,14.01364,21.53808
FMC,2003-03-31,2003,Q1,3.43,2.32,0.444,0.78,,0.25069,0.0735,0.00438,0.00432,0.00065,-63.20979,1.48844,0.45207,0.01251,2.85771,2.89985,-0.7908,0.00161,-0.05207,0.94925,20.16026,39.43574
FMC,2003-06-30,2003,Q2,4.94,3.35,0.1134,0.99,,0.27314,0.11176,0.04255,0.0426,0.00728,4.1189,1.50282,0.43269,0.15242,3.64512,3.64441,0.63883,0.00925,0.03808,,13.60865,20.98596
FMC,2003-09-30,2003,Q3,5.48,3.73,0.3566,1,,0.26801,0.10372,-0.00723,-0.00677,-0.00121,-38.55811,1.44444,0.38536,-0.02497,3.45616,3.69049,0.96301,-0.00102,0.0609,-0.35368,11.61923,19.07172
FMC,2003-12-31,2003,Q4,7.55,5.06,0.2549,1.14,6,0.28925,0.11647,0.01245,0.01075,0.00223,-3.05588,1.3479,0.37125,0.04513,3.61954,4.20132,-0.13773,0.00291,-0.0089,0,10.91499,16.82566
FMC,2004-03-31,2004,Q1,9.32,6.35,0.0063,1.02,,0.25331,0.07771,0.01088,0.00923,0.00192,-16.26238,1.56514,0.39238,0.03742,3.4476,4.06935,-0.60978,0.003,-0.04008,0.21805,14.58069,26.89822
FMC,2004-06-30,2004,Q2,9.36,6.39,0.1268,1.29,,0.29328,0.13962,0.05746,0.04738,0.01095,3.86427,1.48203,0.38436,0.20459,3.69576,4.48638,0.82059,0.01371,0.05298,,9.03885,13.09786
FMC,2004-09-30,2004,Q3,10.47,7.2,-0.0056,1.18,,0.27698,0.11035,0.0593,0.04226,0.01025,3.14866,1.4608,0.36582,0.1952,3.41625,4.79236,0.63783,0.01318,0.04109,0.01017,9.84014,15.80874
FMC,2004-12-31,2004,Q4,10.52,7.16,0.1061,1.42,5,0.30056,0.1168,0.18396,0.10779,0.03168,0.34869,1.30526,0.30978,0.63922,3.46507,5.89607,0.22227,0.04047,0.01411,,7.54531,11.85871
FMC,2005-03-31,2005,Q1,11.59,7.92,0.0505,1.53,6,0.29363,0.13052,0.11676,0.06853,0.02172,0.18458,1.49159,0.30625,0.41657,3.70739,6.32886,0.0799,0.02742,0.00506,,6.37582,9.43551
FMC,2005-06-30,2005,Q2,12.44,8.32,0.0192,1.62,7,0.31506,0.15205,0.05516,0.03318,0.01074,2.03351,1.5835,0.30334,0.2,3.76371,6.24247,0.42219,0.01352,0.0275,,5.04033,7.12093
FMC,2005-09-30,2005,Q3,12.17,8.48,0.0861,1.6,6,0.27882,0.1102,-0.00863,-0.00457,-0.00164,-6.18924,1.4066,0.26137,-0.02999,3.48275,6.58308,0.18597,-0.00089,0.01276,-0.5691,6.76085,10.81495
FMC,2006-03-31,2006,Q1,13.47,9.21,0.0423,1.95,5,0.32604,0.17539,0.06346,0.03746,0.01357,-1.13128,1.6501,0.2615,0.23783,3.90211,6.61999,-0.28012,0.01671,-0.0189,,3.98019,5.20633
FMC,2006-06-30,2006,Q2,13.99,9.6,0.7177,1.96,7,0.31133,0.15414,0.07817,0.04445,0.01665,1.80136,1.6649,0.24464,0.28935,3.82958,6.74622,0.53925,0.02385,0.03732,0.15119,3.81891,5.22015
FMC,2007-12-31,2007,Q4,23.86,16.49,0.0188,2.17,7,0.2905,0.1219,0.06066,0.0385,0.01496,0.73763,1.58917,0.19946,0.26547,4.55806,7.19434,0.20393,0.02315,0.01431,0.19315,4.07726,5.71411
FMC,2008-03-31,2008,Q1,24.27,16.8,0.3982,2.57,7,0.33458,0.19395,0.12515,0.07785,0.03235,-1.05569,1.80543,0.21189,0.61312,5.02372,7.70165,-0.66375,0.04517,-0.04399,0.08414,3.08555,3.74296
FMC,2008-06-30,2008,Q2,33.3,23.49,-0.335,2.8,8,0.33499,0.19489,0.10442,0.06605,0.02828,1.7106,1.9507,0.18609,0.54956,5.4154,8.1607,0.96731,0.04068,0.06363,0.0938,2.29377,2.74173
FMC,2008-09-30,2008,Q3,22.03,15.62,-0.1268,2.59,7,0.2924,0.16411,0.09747,0.06947,0.0273,1.34979,1.88341,0.19656,0.52627,5.52597,7.7396,0.72699,0.04053,0.04901,0.11625,2.87507,3.5709
FMC,2008-12-31,2008,Q4,19.32,13.64,-0.033,1.66,7,0.29782,0.15304,0.06276,0.0514,0.01546,-0.42524,1.8875,0.20829,0.31214,5.13839,6.28908,-0.13714,0.03007,-0.00869,0.47146,7.11337,5.05934
FMC,2009-03-31,2009,Q1,18.35,13.19,0.0993,2.21,5,0.34265,0.19768,0.10007,0.07248,0.02288,-0.22904,2.04912,0.22126,0.47094,4.76856,6.56825,-0.1093,0.03331,-0.00674,0.13169,3.67686,4.49304
FMC,2009-06-30,2009,Q2,20.79,14.5,0.1917,1.85,5,0.31843,0.18178,0.09896,0.06293,0.02288,1.41176,1.98508,0.20928,0.47332,4.85517,7.61669,0.67829,0.02878,0.03591,0.13131,5.84394,4.45247
FMC,2009-09-30,2009,Q3,24.58,17.28,-0.0064,2.09,5,0.28501,0.14061,0.03925,0.02496,0.00919,1.94122,1.87546,0.20148,0.19149,4.93738,7.40226,0.37623,0.01216,0.02311,0.0214,4.17572,5.52044
FMC,2009-12-31,2009,Q4,24.55,17.17,0.0879,1.21,7,0.30425,0.14319,0.086,0.05765,0.0198,0.06288,2.09772,0.20531,0.42429,5.01677,7.47826,0.02713,0.03403,0.00157,0.36077,83.32425,5.48646
FMC,2010-03-31,2010,Q1,26.5,18.68,-0.0493,2.34,7,0.35294,0.20172,0.10231,0.06521,0.02394,-0.50072,2.22995,0.21649,0.52822,5.22437,7.81963,-0.26764,0.03342,-0.01497,0.11757,3.28794,4.01835
FMC,2010-06-30,2010,Q2,25.3,17.76,0.1931,2.21,7,0.34063,0.18885,0.08458,0.05418,0.02041,2.53848,2.24986,0.19825,0.44822,5.3718,7.98716,1.15332,0.02499,0.05771,0.09918,3.2437,3.24335
FMC,2010-09-30,2010,Q3,29.7,21.19,0.1699,2.29,8,0.32971,0.16932,0.10731,0.06109,0.02436,0.74115,2.11192,0.19631,0.56651,5.33015,8.98501,0.42394,0.03144,0.02223,0.04824,2.45499,3.06498
FMC,2010-12-31,2010,Q4,34.67,24.79,0.0649,1.04,6,0.32622,0.11684,-0.0672,-0.04817,-0.01641,-0.41728,1.70874,0.19214,-0.37672,5.65628,7.89646,0.1586,-0.02263,0.00912,0.03497,-86.74485,5.03081
FMC,2011-03-31,2011,Q1,36.62,26.4,0.0144,2.46,5,0.36239,0.20063,0.11824,0.07135,0.02752,-0.95778,1.89507,0.19408,0.67368,5.74335,9.11495,-0.65042,0.04048,-0.0335,0.15726,3.03844,3.61755
FMC,2011-06-30,2011,Q2,37.29,26.78,-0.1942,2.37,7,0.36789,0.20303,0.13199,0.07542,0.03093,1.52038,1.89463,0.17971,0.74131,5.65823,9.47938,1.13544,0.03778,0.05218,0.10075,2.7698,2.64585
FMC,2011-09-30,2011,Q3,30.43,21.58,0.7081,2.34,8,0.33337,0.17283,0.10068,0.06298,0.02561,1.20389,1.85849,0.16849,0.60583,6.08677,9.30561,0.7378,0.03466,0.03459,0.20636,3.38498,3.09866
FMC,2012-12-31,2012,Q4,49.58,36.86,0.2333,1.89,6,0.35117,0.17422,0.11163,0.06907,0.02337,-0.40559,1.92153,0.22049,0.73702,6.63795,10.73311,-0.30055,0.0341,-0.01234,0.12133,5.16062,5.56301
FMC,2013-09-30,2013,Q3,61.43,45.46,0.0541,1.26,5,0.31794,0.1572,0.0187,0.01303,0.00363,2.96719,1.26334,0.34765,0.13293,7.15116,9.89018,0.39672,0.00956,0.01395,1.03352,11.32257,10.66179
FMC,2013-12-31,2013,Q4,65.41,47.92,0.0165,0.83,3,0.55717,0.15331,0.0701,0.01724,0.00518,-0.95363,1.48236,0.35374,0.20199,2.89357,11.37517,-0.19343,0.0112,-0.00642,0.66421,28.4552,29.16742
FMC,2014-03-31,2014,Q1,66.57,48.71,-0.0682,1.34,3,0.38711,0.20161,0.08667,0.03888,0.01289,-2.44233,1.59408,0.35604,0.48871,5.69494,12.28675,-1.20548,0.02078,-0.03983,0.27439,10.26797,11.2713
FMC,2014-06-30,2014,Q2,61.38,45.39,-0.1945,1.54,5,0.36157,0.20232,0.11049,0.06169,0.02128,1.94611,1.62561,0.33115,0.81037,7.42194,12.85792,1.59593,0.02984,0.04907,0.18332,8.65101,7.92648
FMC,2014-09-30,2014,Q3,49.76,36.56,-0.0003,1.29,6,0.31753,0.14307,0.05534,0.03155,0.01072,1.53821,1.64071,0.32989,0.41968,7.62254,12.91209,0.64891,0.01734,0.01966,0.35702,15.65204,11.04857
FMC,2014-12-31,2014,Q4,49.97,36.55,0.0068,1.02,7,0.35853,0.07389,0.08617,0.04891,0.01436,1.74344,1.53601,0.31245,0.56948,6.64824,11.46106,0.99876,0.02321,0.03207,0.26144,28.72388,23.69817
FMC,2015-03-31,2015,Q1,49.96,36.8,-0.0793,0.51,3,0.38019,-0.11455,-0.07097,-0.03185,-0.00881,7.12288,1.65192,0.38748,-0.35102,4.9379,10.74521,-2.49629,-0.00635,-0.07931,-0.42949,-26.63102,-25.85671
FMC,2015-06-30,2015,Q2,45.28,33.88,-0.3515,1.35,5,0.34472,0.1249,0.83677,0.33614,0.10492,0.12989,1.92149,0.32779,5.5236,6.64458,16.25228,0.72218,0.14253,0.01798,0.02977,13.94255,16.62184
FMC,2015-09-30,2015,Q3,28.84,21.97,0.1589,0.94,1,0.2652,0.05203,-0.00289,-0.00111,-0.00037,66.80524,2.2255,0.33654,-0.01788,6.21415,15.8118,-1.19939,0.00385,-0.03136,-9.20833,51.75899,46.17885
FMC,2015-12-31,2015,Q4,34.25,25.46,0.0357,0.35,3,0.33204,0.1231,-1.79412,-0.10695,-0.03226,0.23113,2.04493,0.3397,-1.53154,6.73525,13.97305,-0.35331,-0.03403,-0.00882,-0.10828,-37.39445,18.7019
FMC,2016-03-31,2016,Q1,35.8,26.37,0.1513,1.05,6,0.35164,0.14873,0.0604,0.02411,0.00756,2.07755,2.03624,0.32868,0.36053,5.97169,14.639,0.74939,0.01302,0.01857,0.45756,19.08217,17.12007
FMC,2016-06-30,2016,Q2,39.47,30.36,0.0474,1.04,5,0.38258,0.14887,0.10596,0.03193,0.01038,1.82499,2.14098,0.32506,0.48382,4.58625,14.88573,0.88691,0.01755,0.02389,0.34049,18.14386,21.27183
FMC,2016-09-30,2016,Q3,42.12,31.8,0.4478,1.17,6,0.3465,0.1607,0.09891,0.03758,0.01283,2.04668,2.1425,0.31829,0.59297,5.99984,15.52035,1.21464,0.02051,0.03286,0.27729,16.01105,14.2554
FMC,2017-03-31,2017,Q1,53.34,46.04,0.0519,0.85,4,0.36275,0.13138,-0.20839,-0.06567,-0.02058,0.28039,2.38729,0.3326,-0.92117,4.45109,14.02019,-0.26007,-0.02007,-0.00684,-0.17794,27.3338,24.41379
FMC,2017-06-30,2017,Q2,62.98,48.43,0.0279,1.1,7,0.35688,0.10947,0.11373,0.03686,0.01248,3.79246,2.26072,0.29825,0.54988,4.89449,14.99272,2.11113,0.02091,0.06112,0.29719,17.70763,23.24896
FMC,2018-12-31,2018,Q4,63.69,49.78,0.5824,1.09,3,0.4476,0.19269,0.02947,0.01009,0.00325,-3.49741,1.34636,0.26996,0.2398,8.24545,23.40939,-0.84991,0.00717,-0.01486,0.68827,14.12813,11.81299
FMC,2019-09-30,2019,Q3,86.16,78.77,0.1435,0.96,6,0.4263,0.16553,0.08913,0.03374,0.00922,2.58285,1.61713,0.36578,0.68693,7.77897,20.31751,1.7907,0.01821,0.0298,0.57854,15.48313,18.85825
FMC,2019-12-31,2019,Q4,99.02,90.07,-0.1773,0.82,6,0.46438,0.21824,-0.00267,-0.00125,-0.00032,-132.06009,1.49594,0.3309,-0.02444,9.23351,19.52895,3.25901,0.00635,0.05498,-16.25,26.75258,11.20459
FMC,2020-03-31,2020,Q1,82.5,74.1,0.2251,1.11,4,0.4492,0.24384,0.16496,0.07629,0.02024,-1.59474,1.82048,0.37118,1.58049,9.6505,20.65515,-2.53874,0.03297,-0.04119,0.27643,11.58121,10.97703
FMC,2020-06-30,2020,Q2,96.94,90.78,0.0675,1.17,6,0.45244,0.24877,0.15961,0.06468,0.01845,1.22871,1.59835,0.35356,1.4124,8.90576,21.75525,1.74657,0.0309,0.02899,0.30965,10.45439,11.10195
FMC,2020-09-30,2020,Q3,105.81,96.91,0.0898,1.1,8,0.43002,0.19085,0.10271,0.03753,0.0114,2.94506,1.69539,0.32975,0.85169,8.35027,22.66953,2.52586,0.02219,0.04318,0.51346,12.94519,14.13188
FMC,2020-12-31,2020,Q4,114.26,105.61,-0.0334,0.99,7,0.43057,0.19953,0.04374,0.01689,0.00495,7.31742,1.54669,0.33763,0.38617,8.88604,22.69867,2.84426,0.01346,0.04612,1.13492,15.5891,12.48519
FMC,2021-03-31,2021,Q1,111.02,102.08,-0.0175,1.17,3,0.42857,0.22073,0.15273,0.06024,0.01752,-1.79317,1.38076,0.34594,1.40117,9.23357,23.2353,-2.52875,0.03055,-0.04084,0.34118,10.40489,12.0845
FMC,2021-06-30,2021,Q2,108.63,100.29,-0.1494,1.11,7,0.42818,0.24549,0.16337,0.06474,0.01854,1.13932,1.35294,0.3488,1.5628,9.62373,24.10349,1.79122,0.03197,0.0279,0.30557,10.8733,10.12824
FMC,2021-09-30,2021,Q3,93.46,85.31,0.206,1.06,7,0.42839,0.20812,0.13375,0.05224,0.01534,1.97796,1.37945,0.326,1.23807,9.30537,23.62504,2.4618,0.02861,0.04079,0.3876,14.38776,12.28451
FMC,2021-12-31,2021,Q4,109.45,102.88,0.2021,1.25,7,0.43018,0.23182,0.1349,0.06066,0.01787,2.89174,1.43562,0.31205,1.50368,11.18363,24.71776,4.36281,0.0322,0.07056,0.31987,8.97847,8.58641
FMC,2022-03-31,2022,Q1,130.93,123.67,-0.1827,1.22,6,0.42397,0.23127,0.15354,0.06729,0.01902,-3.17609,1.38365,0.34598,1.62794,10.66983,24.16351,-5.20317,0.03379,-0.08116,0.32208,9.60457,10.90813
FMC,2022-06-30,2022,Q2,106.95,101.08,-0.0073,1.05,6,0.40694,0.21807,0.09241,0.04291,0.01215,1.30476,1.3843,0.35193,1.05753,11.50792,24.63154,1.38747,0.02448,0.02132,0.49851,14.20248,10.40512
